PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
HSPA1B	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA1B	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA1L	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA1L	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA2	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA2	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA5	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA5	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA6	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA6	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA8	controls-state-change-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
HSPA8	controls-transport-of	AIFM1	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___HSP70_r36m3_r36;panther:TRANSPORT_LEFT__AIF-RIGHT__AIF-_r36
IKBKB	controls-phosphorylation-of	NFKBIA	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___IKK_r60m1_r60;panther:STATE_TRANSITION_LEFT__IkappaB-RIGHT__IkappaB-_r60
IKBKB	controls-state-change-of	NFKBIA	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___IKK_r60m1_r60;panther:STATE_TRANSITION_LEFT__IkappaB-RIGHT__IkappaB-_r60
LTA	controls-state-change-of	CRADD	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTA	controls-state-change-of	FADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
LTA	in-complex-with	MADD	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__MADD__s206_a330_
LTA	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22;panther:_CATALYSIS___Complex__TNFR2_TNF__TRAF2__r22m3_r22
LTA	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
LTA	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
LTA	controls-state-change-of	RIPK1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTA	in-complex-with	TNFRSF1A	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__s203_a320_;panther:_Complex__TNFR1_TNF__MADD__s206_a330_
LTA	in-complex-with	TNFRSF1B	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__s208_a333_;panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
LTA	controls-state-change-of	TRADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
LTA	controls-state-change-of	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTA	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
LTB	controls-state-change-of	CRADD	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTB	controls-state-change-of	FADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
LTB	in-complex-with	MADD	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__MADD__s206_a330_
LTB	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22;panther:_CATALYSIS___Complex__TNFR2_TNF__TRAF2__r22m3_r22
LTB	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
LTB	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
LTB	controls-state-change-of	RIPK1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTB	in-complex-with	TNFRSF1A	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__s203_a320_;panther:_Complex__TNFR1_TNF__MADD__s206_a330_
LTB	in-complex-with	TNFRSF1B	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__s208_a333_;panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
LTB	controls-state-change-of	TRADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
LTB	controls-state-change-of	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
LTB	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
MADD	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
MADD	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
MADD	in-complex-with	TNFRSF1A	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__MADD__s206_a330_
MADD	in-complex-with	TNF	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__MADD__s206_a330_
MAP2K3	controls-phosphorylation-of	MAPK1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MAPK-RIGHT__MAPK-_r69;panther:_CATALYSIS___MKK3_r69m1_r69
MAP2K3	controls-state-change-of	MAPK1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MAPK-RIGHT__MAPK-_r69;panther:_CATALYSIS___MKK3_r69m1_r69
MAP2K3	controls-phosphorylation-of	MAPK3	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MAPK-RIGHT__MAPK-_r69;panther:_CATALYSIS___MKK3_r69m1_r69
MAP2K3	controls-state-change-of	MAPK3	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MAPK-RIGHT__MAPK-_r69;panther:_CATALYSIS___MKK3_r69m1_r69
MAP2K4	controls-phosphorylation-of	MAPK10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K4	controls-state-change-of	MAPK10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K4	controls-phosphorylation-of	MAPK8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K4	controls-state-change-of	MAPK8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K4	controls-phosphorylation-of	MAPK9	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K4	controls-state-change-of	MAPK9	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___SEK1_r72m3_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-phosphorylation-of	MAPK10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-state-change-of	MAPK10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-phosphorylation-of	MAPK8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-state-change-of	MAPK8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-phosphorylation-of	MAPK9	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP2K7	controls-state-change-of	MAPK9	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MKK7_r72m1_r72;panther:STATE_TRANSITION_LEFT__JNK-RIGHT__JNK-_r72
MAP3K14	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___NIK_r58m5_r58
MAP3K14	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___NIK_r58m5_r58
MAP3K1	controls-phosphorylation-of	MAP2K4	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__SEK1-RIGHT__SEK1-_r73;panther:_CATALYSIS___MEKK1_r73m1_r73
MAP3K1	controls-state-change-of	MAP2K4	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__SEK1-RIGHT__SEK1-_r73;panther:_CATALYSIS___MEKK1_r73m1_r73
MAP3K1	controls-phosphorylation-of	MAP2K7	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MKK7-RIGHT__MKK7-_r71;panther:_CATALYSIS___MEKK1_r71m1_r71
MAP3K1	controls-state-change-of	MAP2K7	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MKK7-RIGHT__MKK7-_r71;panther:_CATALYSIS___MEKK1_r71m1_r71
MAP3K5	controls-phosphorylation-of	MAP2K3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___ASK1_r68m1_r68;panther:STATE_TRANSITION_LEFT__MKK3-RIGHT__MKK3-_r68
MAP3K5	controls-state-change-of	MAP2K3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___ASK1_r68m1_r68;panther:STATE_TRANSITION_LEFT__MKK3-RIGHT__MKK3-_r68
MAP3K5	controls-phosphorylation-of	MAP2K4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___ASK1_r73m3_r73;panther:STATE_TRANSITION_LEFT__SEK1-RIGHT__SEK1-_r73
MAP3K5	controls-state-change-of	MAP2K4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___ASK1_r73m3_r73;panther:STATE_TRANSITION_LEFT__SEK1-RIGHT__SEK1-_r73
MAP3K5	controls-phosphorylation-of	MAP2K7	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MKK7-RIGHT__MKK7-_r71;panther:_CATALYSIS___ASK1_r71m3_r71
MAP3K5	controls-state-change-of	MAP2K7	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MKK7-RIGHT__MKK7-_r71;panther:_CATALYSIS___ASK1_r71m3_r71
MAP4K2	controls-phosphorylation-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCK_r70m1_r70
MAP4K2	controls-state-change-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCK_r70m1_r70
MAP4K2	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCK_r67m1_r67
MAP4K2	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCK_r67m1_r67
MAP4K3	controls-phosphorylation-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCKR_r70m3_r70
MAP4K3	controls-state-change-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCKR_r70m3_r70
MAP4K3	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCKR_r67m3_r67
MAP4K3	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCKR_r67m3_r67
MAP4K4	controls-phosphorylation-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCKR_r70m3_r70
MAP4K4	controls-state-change-of	MAP3K1	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__MEKK1-RIGHT__MEKK1-_r70;panther:_CATALYSIS___GCKR_r70m3_r70
MAP4K4	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCKR_r67m3_r67
MAP4K4	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r67;panther:_CATALYSIS___GCKR_r67m3_r67
MAPK10	controls-state-change-of	FOS	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MAPK10	controls-state-change-of	JUN	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MAPK1	controls-state-change-of	ATF1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF6B	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF6	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	ATF7	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	CREM	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK1	controls-state-change-of	JDP2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF6B	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF6	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	ATF7	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	CREM	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK3	controls-state-change-of	JDP2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___MAPK_r74m1_r74;panther:STATE_TRANSITION_LEFT__ATF-RIGHT__ATF-_r74
MAPK8	controls-state-change-of	FOS	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MAPK8	controls-state-change-of	JUN	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MAPK9	controls-state-change-of	FOS	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MAPK9	controls-state-change-of	JUN	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Complex__Fos_c_Jun_-RIGHT__Complex__Fos_c_Jun_-_r75;panther:_CATALYSIS___JNK_r75m1_r75
MCL1	controls-state-change-of	BCL2L11	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Bim-RIGHT__Bim-_re79;panther:_INHIBITION___Mcl1_re79m1_re79
NFKB1	in-complex-with	NFKBIA	PANTHER		Apoptosis signaling pathway	panther:_Complex__IkappaB_NFkappaB__s99_a124_
NFKB2	in-complex-with	NFKBIA	PANTHER		Apoptosis signaling pathway	panther:_Complex__IkappaB_NFkappaB__s99_a124_
NFKBIA	in-complex-with	RELA	PANTHER		Apoptosis signaling pathway	panther:_Complex__IkappaB_NFkappaB__s99_a124_
NFKBIA	in-complex-with	RELB	PANTHER		Apoptosis signaling pathway	panther:_Complex__IkappaB_NFkappaB__s99_a124_
NFKBIA	in-complex-with	REL	PANTHER		Apoptosis signaling pathway	panther:_Complex__IkappaB_NFkappaB__s99_a124_
PIK3CA	controls-state-change-of	AKT1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CA	controls-state-change-of	AKT2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CA	controls-state-change-of	AKT3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CB	controls-state-change-of	AKT1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CB	controls-state-change-of	AKT2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CB	controls-state-change-of	AKT3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CD	controls-state-change-of	AKT1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CD	controls-state-change-of	AKT2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CD	controls-state-change-of	AKT3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CG	controls-state-change-of	AKT1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CG	controls-state-change-of	AKT2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PIK3CG	controls-state-change-of	AKT3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PI3K_r59m1_r59;panther:STATE_TRANSITION_LEFT__AKT-RIGHT__AKT-_r59
PRKCA	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCA	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCB	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCB	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCD	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCD	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
