PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
CTNNA1	in-complex-with	PCDH11Y	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH18	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH19	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH20	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDH9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHA9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHAC1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHAC2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB14	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB16	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHB8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGC3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGC4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA1	in-complex-with	PCDHGC5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	CTNNB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	DCHS1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	FAT1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	FAT2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	FAT3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH11X	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH11Y	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH18	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH19	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH20	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDH9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHA9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHAC1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHAC2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB14	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB16	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHB8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGC3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGC4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA2	in-complex-with	PCDHGC5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	CTNNB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	DCHS1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	FAT1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	FAT2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	FAT3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH11X	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH11Y	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH18	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH19	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH20	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDH9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHA9	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHAC1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHAC2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB13	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB14	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB15	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB16	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB4	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHB8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA10	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA11	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA12	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA1	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA2	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA3	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA5	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA6	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA7	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
CTNNA3	in-complex-with	PCDHGA8	PANTHER		Wnt signaling pathway	panther:_Complex__Beta_Catenin_Cadherin__alpha_Catenin__s282_a587_
